Id,IsCancelled,PreviousBookingsNotCancelled,PreviousCancellations,TotalSpecialRequests,BookingChanges,StaysWeekendNights,StaysWeekNights
2924,1,0,0,0,0,0,1
68659,1,0,0,0,0,1,3
83191,0,0,0,0,0,2,5
69505,1,0,0,0,0,1,0
69138,1,0,0,0,0,0,1
86746,0,0,0,1,0,2,1
44101,1,0,0,0,1,2,4
18642,1,0,1,1,0,2,3
104519,0,0,0,0,1,0,2
76224,1,0,1,0,0,0,1
106880,0,0,0,0,0,1,0
28656,0,0,0,0,1,1,3
2311,1,0,0,0,0,1,2
101121,0,0,0,1,0,1,3
15258,0,0,0,1,0,0,1
55343,1,0,0,0,0,0,3
55143,1,0,0,1,0,2,3
34371,0,0,0,0,3,1,4
70913,1,0,0,0,0,0,2
21041,0,0,0,0,0,0,3
50412,1,0,0,2,0,1,2
83772,0,0,0,2,0,1,3
97190,0,0,0,0,0,2,5
85061,0,0,0,0,0,0,2
33492,0,0,0,1,0,0,2
9116,1,0,0,0,1,0,2
49709,1,0,0,0,0,0,1
6964,1,0,0,1,0,2,4
26255,0,0,0,0,0,0,1
40572,0,0,0,0,1,0,2
76279,1,0,1,0,0,2,4
43032,1,0,0,2,0,1,3
37727,0,0,0,2,1,2,5
34906,0,0,0,0,0,2,1
109304,0,0,0,1,1,0,1
115297,0,0,0,0,0,1,2
5285,1,0,0,0,0,0,2
58212,1,0,0,0,0,2,0
89940,0,0,0,0,0,1,2
40595,1,0,0,0,0,0,2
8007,1,0,0,1,0,0,1
99172,0,0,0,3,0,2,1
55342,1,0,0,0,0,0,3
74754,1,0,1,0,0,1,1
92308,0,7,0,0,0,1,0
17168,0,0,0,0,0,2,5
8753,1,0,0,0,0,2,1
9656,1,0,0,1,0,0,2
68273,1,0,0,0,0,1,3
23196,0,0,0,1,0,2,1
59151,1,0,0,0,0,0,3
113989,0,0,0,2,0,0,3
102621,0,0,0,1,0,0,1
40506,1,0,0,1,0,0,2
71692,1,0,0,2,0,0,4
6927,1,0,0,1,0,1,1
109904,0,0,0,0,0,0,1
6991,1,0,0,0,0,1,4
31194,0,0,0,1,0,1,4
14476,1,0,19,0,0,0,3
113839,0,0,0,0,0,2,4
117366,0,0,0,2,0,0,3
67347,1,0,0,0,0,2,6
50799,1,0,0,0,0,1,3
93226,0,0,0,1,0,2,2
20072,1,0,0,0,0,0,2
68484,1,0,0,0,0,1,3
100278,0,0,0,0,1,1,3
80894,1,0,1,0,0,0,2
20819,0,0,0,1,0,0,1
18612,0,0,0,1,0,2,5
4887,0,0,0,0,0,2,5
109478,0,0,0,1,0,0,3
78529,0,2,0,0,0,0,2
88725,0,0,0,0,1,0,1
3841,1,0,0,0,0,0,1
7717,1,0,0,0,0,2,4
54451,1,0,0,0,0,0,2
74711,1,0,1,0,0,0,2
99655,0,0,0,1,0,2,1
50299,0,0,0,1,0,0,4
72088,1,0,0,1,0,2,2
21946,0,0,0,1,0,0,3
13970,0,1,0,1,1,1,2
40076,1,0,0,0,0,0,2
3427,1,0,0,2,0,2,1
110150,0,0,0,2,0,2,1
88021,0,0,0,2,0,2,1
32268,0,0,0,0,0,0,1
18420,0,0,0,0,0,0,2
118407,0,0,0,1,0,2,1
117402,0,0,0,1,1,1,3
91165,0,0,0,0,0,0,2
9894,1,0,0,1,2,1,2
82536,0,0,0,1,2,0,4
29747,0,0,0,1,0,0,1
32063,0,0,0,0,0,2,1
5064,1,0,0,0,0,1,1
32763,0,0,0,0,1,2,2
104386,0,0,0,3,1,2,8
81955,0,0,0,0,0,0,4
93457,0,0,0,0,0,0,2
31302,0,0,0,0,0,0,1
32999,0,0,0,1,0,1,2
109741,0,0,0,2,0,2,2
29870,0,0,0,0,0,2,5
19960,0,0,0,0,1,0,2
28944,0,0,0,2,0,1,3
44278,1,0,0,2,0,0,2
109850,0,0,0,3,0,1,3
38071,0,0,0,1,0,3,6
69471,1,0,0,1,2,2,2
5880,1,0,0,0,0,0,4
117063,0,0,0,1,0,2,2
6061,1,0,0,1,0,0,3
118404,0,0,0,0,0,2,0
27397,0,0,0,0,0,2,5
71260,1,0,0,0,0,1,1
55049,1,0,0,0,2,2,6
111774,0,0,0,0,0,1,1
88612,0,0,0,0,0,1,2
94399,0,0,0,1,0,0,1
98418,0,0,0,1,0,0,2
75388,1,0,1,0,0,0,2
80922,1,0,1,0,0,0,3
102444,0,0,0,0,0,1,3
92278,0,0,0,1,4,2,2
14785,1,0,1,0,0,2,5
59741,1,0,0,0,0,1,2
99391,0,0,0,1,0,0,4
34296,0,0,0,0,2,0,4
44848,1,0,0,0,0,2,2
6245,1,0,0,0,0,0,2
24450,0,0,0,1,0,0,2
45771,1,0,0,2,0,0,2
737,0,0,0,2,0,1,3
64456,1,0,0,0,0,0,2
89079,0,0,0,0,1,1,2
115442,0,0,0,1,0,0,2
74080,0,31,0,4,1,0,1
66460,1,0,0,2,0,1,2
73218,1,0,1,0,0,0,2
117270,0,0,0,0,0,0,1
85393,0,0,0,0,0,0,4
109616,0,0,0,1,0,2,0
79915,0,0,0,1,0,0,2
112308,0,0,0,0,0,2,1
68193,1,0,0,0,0,2,1
4427,1,0,0,0,0,0,1
31030,0,0,0,1,0,1,2
11834,1,0,0,0,0,2,5
101058,0,0,0,1,0,2,2
98733,0,0,0,1,0,2,2
24651,0,1,0,1,0,2,6
116435,0,0,0,1,0,2,5
94973,0,0,0,1,0,2,5
103413,0,0,0,1,0,0,2
89173,0,0,0,2,0,0,2
89053,0,0,0,0,0,2,3
90463,0,0,0,0,1,0,3
48358,1,0,0,1,0,1,1
107812,0,0,0,0,0,2,0
113866,0,0,0,1,0,1,3
89826,0,0,0,1,0,2,0
4699,0,0,0,0,0,2,5
26899,0,0,0,2,0,0,1
12593,1,0,0,1,0,0,2
61838,1,0,0,0,0,0,1
75901,1,0,1,0,0,1,1
53533,1,0,0,0,0,0,3
97036,0,0,0,1,0,2,1
20996,0,0,0,0,1,0,1
20464,0,0,0,0,0,1,1
116126,0,0,0,0,0,2,2
89228,0,0,0,2,0,0,4
51117,1,0,0,0,0,0,2
103021,0,0,0,0,0,0,1
75515,1,0,1,0,0,0,1
71450,1,0,0,2,0,1,3
15508,1,0,1,0,0,2,5
20286,0,0,0,1,1,0,2
109056,0,0,0,0,0,0,1
50437,1,0,0,0,0,1,2
22663,0,0,0,1,0,1,0
100011,0,0,0,1,0,1,2
18847,0,0,0,0,0,0,1
24097,0,0,0,1,0,1,1
89106,0,0,0,1,0,0,2
98918,0,0,0,1,0,0,1
49466,1,0,0,0,0,1,1
3371,1,0,0,0,0,2,1
57643,1,0,0,0,0,1,0
84346,0,0,0,1,0,1,2
60017,1,0,0,2,0,1,3
96870,0,0,0,0,2,0,5
63883,1,0,0,0,0,2,1
42857,1,0,0,0,0,0,2
45853,0,0,0,0,0,2,4
87452,0,0,0,0,0,0,2
95867,0,0,0,1,1,0,1
23657,0,0,0,0,1,2,6
45311,0,0,0,0,1,1,2
28050,0,0,0,1,0,1,0
107265,0,0,0,1,0,1,2
54522,1,0,0,0,0,1,1
34503,0,0,0,3,0,2,3
46473,1,0,0,1,0,1,0
33170,0,2,0,0,0,0,1
105053,0,0,0,2,0,2,2
76498,0,4,0,1,0,0,1
11465,1,0,0,2,0,2,5
39093,0,0,0,0,0,0,1
109891,0,0,0,0,0,2,4
59732,1,0,0,0,0,1,2
109272,0,0,0,1,0,2,1
101273,0,0,0,1,0,0,1
108176,1,1,0,0,0,2,1
85169,0,0,0,0,1,2,1
116766,0,0,0,1,0,1,3
5942,1,0,0,0,0,0,1
46797,0,0,0,0,0,2,2
43302,1,0,0,0,0,2,3
109159,0,0,0,1,0,1,3
77951,1,0,1,1,0,1,2
12990,1,0,0,1,0,4,8
82377,0,0,0,0,0,0,1
8055,0,0,0,0,0,3,7
56987,1,0,0,0,0,0,2
111959,0,0,0,0,0,0,1
78718,1,0,1,1,0,1,2
17972,0,0,0,1,0,0,2
35155,0,0,0,0,0,1,1
82139,1,0,1,0,0,0,2
35009,0,0,0,0,2,2,4
81259,1,0,1,0,0,2,4
68355,1,0,0,2,1,0,3
85763,0,0,0,1,0,0,3
49312,1,0,0,0,0,0,2
118456,0,0,0,1,0,2,1
90078,0,0,0,1,0,0,2
42641,0,0,0,0,0,0,2
1097,0,0,0,2,0,0,1
59035,1,0,0,1,0,2,3
70855,1,0,0,0,3,1,3
13345,1,0,0,2,0,1,5
81982,0,0,0,1,0,2,9
70765,1,0,0,0,0,0,1
97949,0,0,0,1,0,0,3
11988,1,0,0,0,0,1,3
52442,1,0,0,0,0,0,2
83501,0,0,0,0,0,0,1
84547,0,13,0,0,0,1,2
8972,1,0,0,0,0,0,1
21912,0,0,0,1,0,0,2
50942,1,0,0,1,0,2,1
68537,1,0,0,0,0,1,2
44692,0,0,0,0,0,2,1
52444,1,0,0,0,0,0,2
54260,0,0,0,0,0,2,4
23703,0,2,0,0,0,0,3
12274,1,0,0,0,0,4,6
41118,0,0,0,0,0,2,1
83488,0,0,0,0,0,0,1
94177,0,0,0,0,0,2,5
59110,1,0,0,0,0,0,3
71859,1,0,0,1,0,2,1
52411,1,0,0,0,0,0,2
79396,0,5,11,1,0,0,1
52559,1,0,0,0,0,0,2
37391,0,0,0,0,0,2,5
32466,0,0,0,2,0,2,4
35448,0,0,0,1,0,2,5
58017,1,0,0,0,0,0,3
30033,0,0,0,1,0,2,0
66201,1,0,0,0,0,0,3
107508,0,0,0,1,0,1,3
91178,0,0,0,0,0,0,2
109639,0,0,0,1,1,2,2
104458,0,0,0,1,0,1,2
81298,1,0,1,0,0,0,1
28005,0,0,0,0,0,0,3
78484,0,0,0,1,0,0,2
40151,0,0,0,1,0,0,1
20263,0,0,0,0,0,2,5
59281,1,0,0,0,0,0,3
78977,0,0,0,0,0,0,3
83525,0,0,0,2,0,0,1
43485,1,0,0,0,0,0,2
97191,0,0,0,1,0,1,1
33548,0,0,0,1,1,2,1
17547,0,0,0,0,0,2,0
35736,0,0,0,0,0,2,5
91399,0,0,0,1,0,2,2
26936,0,0,0,0,1,2,2
106373,0,0,0,0,4,3,9
12059,1,0,0,4,1,2,7
113949,0,0,0,1,1,0,2
19509,0,0,0,1,0,0,1
104508,0,0,0,0,0,0,1
110689,0,0,0,0,0,2,0
95479,0,0,0,3,0,1,0
27111,0,0,0,2,0,2,2
61740,1,0,0,0,0,0,2
107020,0,0,0,0,0,0,3
77327,0,0,0,0,1,1,1
55846,1,0,0,1,6,0,3
113669,0,0,0,1,0,2,1
87436,0,0,0,1,0,0,2
54050,1,0,0,0,0,0,1
64134,1,0,0,0,0,0,1
35100,0,0,0,0,3,2,5
61313,1,0,0,0,0,0,2
54745,1,0,0,0,0,0,3
105884,0,0,0,3,0,0,2
86882,0,0,0,1,0,0,1
86591,0,0,0,1,0,0,3
66194,1,0,0,0,0,0,3
63910,1,0,0,0,1,2,2
58785,1,0,0,0,0,0,2
26437,0,0,0,0,0,0,2
98898,0,0,0,2,0,0,1
38399,0,0,0,1,0,2,5
31942,0,0,0,0,0,0,2
19650,0,0,0,2,0,4,10
96554,0,0,0,3,0,2,2
103093,0,0,0,3,0,0,3
107582,0,0,0,0,0,0,0
62859,1,0,0,0,0,2,0
42681,0,0,0,0,0,0,3
45914,0,0,0,0,0,0,1
27000,0,0,0,2,1,0,4
68128,1,0,0,0,0,2,1
21215,0,0,0,1,0,1,1
1175,1,0,0,1,0,4,10
24973,0,0,0,0,0,0,2
57040,1,0,0,0,0,2,4
32176,0,0,0,3,0,0,1
78217,0,0,0,0,0,0,2
68832,1,0,0,0,1,0,3
54902,1,0,0,0,0,1,2
96903,0,1,0,0,0,0,1
3988,1,0,0,0,0,0,2
3584,0,0,0,0,0,0,3
94536,0,0,0,2,0,2,1
74453,1,0,1,0,0,1,1
61324,1,0,0,0,0,0,2
41464,0,0,0,0,1,2,2
23369,0,0,0,2,0,0,3
70106,1,0,0,1,0,0,4
19480,0,0,0,0,1,0,1
30513,0,0,0,0,0,0,1
79824,1,0,1,0,0,0,2
29077,0,0,0,1,0,2,2
112615,0,0,0,0,0,1,2
111113,0,0,0,1,0,1,2
31067,0,0,0,2,0,2,5
109271,0,0,0,0,0,0,1
76839,1,0,1,2,0,0,1
57479,1,0,0,0,0,0,2
84068,0,0,0,0,1,2,3
83415,0,0,0,0,1,0,1
80206,0,3,0,0,0,1,0
55435,1,0,0,0,0,1,0
76250,0,0,0,0,0,0,2
23085,0,0,0,0,0,0,2
55010,1,0,0,0,0,0,2
35915,0,0,0,0,0,2,1
19841,0,0,0,0,0,1,1
27215,0,0,0,1,0,0,2
116710,0,0,0,2,0,2,2
81146,1,0,1,0,0,1,2
72173,1,0,0,0,0,1,3
43943,0,0,0,0,0,0,4
66886,1,0,0,0,0,0,2
73270,1,0,1,0,0,0,2
77944,0,6,0,0,0,1,1
17799,1,0,1,0,0,2,0
1172,0,0,0,0,2,4,5
90214,0,0,0,1,0,1,2
35968,0,0,0,2,0,1,1
70621,1,0,0,0,0,1,2
78517,0,5,0,2,0,0,1
75565,1,0,1,0,0,2,1
73926,1,0,1,0,0,1,1
116331,0,0,0,1,0,1,3
80342,0,0,0,2,0,2,1
87862,0,0,0,0,0,0,1
25874,0,0,0,2,1,1,1
59182,1,0,0,1,0,0,3
95567,0,0,0,0,0,1,0
32391,0,0,0,1,0,0,1
16689,0,0,0,1,0,2,2
91592,0,0,0,1,0,0,3
117618,0,0,0,1,1,2,3
46436,1,0,0,0,0,2,6
105001,0,0,0,1,0,1,3
92170,0,0,0,1,0,0,1
97501,0,0,0,0,0,0,3
95882,0,0,0,1,0,0,4
85626,0,0,0,0,0,0,1
107269,0,0,0,1,0,1,2
59014,1,0,0,0,0,2,0
43763,1,0,0,1,0,2,3
63700,1,0,0,0,0,1,1
28897,0,0,0,2,0,0,3
57688,1,0,0,0,0,1,3
16007,1,0,1,1,0,3,7
71648,1,0,0,0,0,0,3
46524,1,0,0,0,0,0,4
7413,1,0,0,1,2,2,5
44153,1,0,0,0,0,1,1
7894,1,0,0,0,0,1,0
100722,0,0,0,1,0,0,1
87755,0,0,0,1,0,0,3
4419,1,0,0,0,0,2,5
35434,0,0,0,1,0,1,4
110517,0,0,0,3,5,2,9
44016,0,0,0,0,0,0,2
32195,0,0,0,1,0,2,5
109705,0,0,0,0,0,1,2
95917,0,0,0,1,0,1,0
76528,0,0,0,0,1,2,4
116500,0,0,0,1,0,0,2
115703,0,0,0,1,2,2,1
105602,0,0,0,0,0,0,3
19963,0,0,0,1,0,0,2
45935,1,0,0,0,0,0,1
38757,0,0,0,2,0,1,1
44769,0,0,0,1,0,0,3
72078,1,0,0,0,0,0,2
103659,0,2,0,0,0,0,1
5845,0,0,0,0,0,1,1
18086,0,1,0,1,0,0,1
84906,0,0,0,1,0,1,3
113144,0,0,0,1,0,1,2
118503,0,0,0,1,0,1,2
99475,0,0,0,1,0,0,3
116026,0,0,0,0,1,1,1
78267,1,0,1,2,0,0,1
27974,0,0,0,0,0,2,2
118178,0,0,0,1,0,0,3
67515,1,0,0,2,0,2,3
50565,1,0,0,0,0,2,2
58728,1,0,0,0,0,0,2
36832,0,0,0,0,0,2,8
36424,0,0,0,2,0,2,5
114115,0,0,0,1,0,2,1
31970,0,0,0,0,1,1,2
81449,0,0,0,0,0,2,2
38855,0,0,0,0,0,2,5
44126,1,0,0,0,0,1,1
34660,0,0,0,0,0,1,0
16466,0,0,0,0,0,1,1
108031,0,0,0,0,0,0,3
6622,0,0,0,0,0,4,10
56718,1,0,0,0,0,1,1
26809,0,0,0,1,1,0,2
115990,0,0,0,1,2,0,3
117750,0,0,0,1,1,0,4
39279,0,0,0,2,0,2,2
69607,1,0,0,1,0,1,3
27758,0,0,0,1,0,2,3
86763,0,0,0,2,1,4,7
334,0,0,0,1,0,2,0
35559,0,0,0,0,0,0,4
4022,1,0,0,0,0,0,2
68367,1,0,0,1,0,0,4
66524,1,0,0,2,0,1,1
113434,0,0,0,1,0,0,3
12132,1,0,0,0,0,2,5
21429,0,0,0,0,0,1,5
90664,0,0,0,1,0,1,2
14461,1,0,24,0,0,0,2
61383,1,0,0,0,0,0,2
10601,1,0,0,0,0,1,1
94166,0,0,0,2,0,0,1
33308,0,0,0,2,0,1,3
23880,0,0,0,0,0,0,5
1491,1,0,0,1,0,0,4
3058,0,0,0,1,0,0,3
53004,1,0,0,0,0,2,1
83678,0,0,0,3,0,2,3
112940,0,0,0,0,0,0,1
29599,0,0,0,0,1,2,3
30088,0,0,0,0,1,2,5
43377,1,0,0,0,0,1,0
45539,0,0,0,1,1,0,1
116183,0,0,0,2,0,2,1
99837,0,0,0,4,2,1,1
91541,0,0,0,1,0,0,4
111937,0,0,0,0,0,0,2
72836,1,0,0,3,0,2,5
77144,0,0,0,1,0,1,0
96612,0,0,0,0,0,3,7
35171,0,1,0,2,0,0,3
105213,0,0,0,1,3,1,3
94322,0,0,0,1,0,0,1
26250,0,0,0,0,0,0,1
73504,1,0,1,0,0,0,2
100572,0,0,0,1,0,1,1
84475,0,0,0,1,0,1,2
78005,0,0,0,0,0,1,1
62716,1,0,0,0,0,0,3
56025,1,0,0,0,0,1,2
81681,0,0,0,1,0,2,3
37431,0,0,0,0,0,1,4
31260,0,0,0,1,0,1,0
76661,0,1,0,1,0,0,2
43681,1,0,0,0,0,2,1
84791,0,0,0,0,0,2,1
69828,1,0,0,0,0,2,3
109177,0,0,0,0,0,1,2
27909,0,0,0,0,1,2,4
10634,1,0,0,0,0,0,1
108892,0,0,0,0,0,1,2
90432,0,0,0,1,0,0,2
115721,0,0,0,1,0,2,2
30484,0,0,0,0,0,1,1
100437,0,0,0,0,0,0,3
117358,0,0,0,0,0,0,2
68261,1,0,0,0,0,1,2
57712,1,0,0,1,2,0,1
39632,1,0,0,0,0,2,1
108049,0,0,0,1,0,0,2
53545,1,0,0,0,0,1,3
17798,0,0,0,0,2,2,0
111430,0,0,0,0,0,1,4
96693,0,0,0,1,0,0,2
19735,0,0,0,1,0,0,1
60817,0,0,0,0,0,1,0
73041,1,0,0,1,0,0,3
57103,1,0,0,0,0,1,2
6344,1,0,0,1,0,1,3
35378,0,0,0,0,0,2,5
38932,0,0,0,1,0,1,2
25653,0,0,0,1,0,1,5
94882,0,0,0,1,0,0,2
54183,1,0,0,0,0,0,2
5080,1,0,0,1,0,1,3
47223,0,0,0,0,0,2,3
15832,0,0,0,1,0,2,2
8633,0,0,0,0,0,2,5
111382,0,0,0,1,0,0,2
28658,0,0,0,0,0,2,5
88056,0,0,0,0,0,2,1
104218,0,0,0,0,0,2,0
2999,1,0,0,0,0,0,4
4636,1,0,0,2,1,1,3
44786,0,0,0,0,0,0,3
23251,0,0,0,1,0,1,2
93656,1,1,0,1,0,1,2
31232,0,0,0,1,0,1,5
81519,1,0,1,0,0,0,1
5580,1,0,0,0,0,2,5
71443,1,0,0,0,0,0,3
6178,1,0,0,2,0,2,5
49998,1,0,0,0,0,0,2
108888,0,0,0,0,0,0,1
47415,0,0,0,0,0,2,3
68180,1,0,0,0,0,2,4
73921,1,0,1,0,0,1,1
34896,0,0,0,0,1,1,3
66564,1,0,0,0,0,1,1
54979,1,0,0,1,1,0,4
54465,1,0,0,0,0,0,3
66303,1,0,0,0,0,0,3
103269,0,0,0,0,1,1,5
54765,1,0,0,0,0,0,1
50929,1,0,0,0,0,1,1
49285,1,0,0,0,0,0,4
111472,0,0,0,1,0,1,4
15026,0,0,0,1,0,0,2
62630,1,0,0,0,0,0,1
9653,1,0,0,0,0,0,2
91239,0,0,0,1,0,1,2
91242,0,0,0,0,1,1,2
53182,1,0,0,0,0,0,2
98839,0,0,0,0,0,0,1
53493,1,0,0,0,0,0,2
31989,0,0,0,1,0,1,2
40435,1,0,0,0,3,0,2
11576,1,0,0,0,0,0,3
87824,0,0,0,0,0,0,3
65419,1,0,0,1,0,1,3
12134,1,0,0,1,0,2,5
39149,0,0,0,3,1,2,6
26279,0,0,0,1,0,0,3
95530,0,0,0,0,0,1,0
114713,0,0,0,0,0,2,2
95985,0,0,0,1,1,1,3
46048,0,0,0,1,0,0,2
18558,0,0,0,0,0,2,1
96239,0,0,0,2,0,0,1
40341,0,0,0,0,0,1,1
34338,0,0,0,1,0,2,5
54304,1,0,0,2,0,2,4
74805,1,0,1,0,0,0,2
1826,1,0,0,1,0,2,4
62885,1,0,0,2,0,2,3
60287,1,0,0,0,0,1,2
32139,0,0,0,1,0,0,2
39036,0,0,0,2,0,1,2
42353,0,0,0,2,0,0,2
51768,1,0,0,0,0,2,2
118071,0,0,0,1,0,0,1
283,0,0,0,1,0,2,4
60048,1,0,0,0,0,0,2
29949,0,0,0,1,0,2,5
97280,0,1,0,0,2,2,2
16279,0,0,0,0,0,1,3
93505,0,0,0,1,0,1,1
99017,0,0,0,1,0,0,2
73643,1,0,1,0,0,2,1
98778,0,0,0,0,1,1,2
5916,1,0,0,0,0,0,2
60739,1,0,0,3,1,0,3
16580,0,0,0,0,0,0,3
62213,1,0,0,0,0,1,1
73712,1,0,1,0,0,1,1
56279,1,0,0,0,0,0,2
112002,0,0,0,1,0,0,2
17930,0,0,0,1,1,1,4
58183,1,0,0,0,0,1,0
77174,0,0,0,0,0,2,2
87728,0,0,0,1,0,2,6
85505,0,0,0,2,0,1,2
30359,0,0,0,2,0,5,14
58143,1,0,0,1,0,1,0
78670,1,0,1,1,0,1,1
118696,0,0,0,3,0,0,4
75003,1,0,1,0,0,1,3
25004,0,0,0,0,0,0,3
103254,0,0,0,0,1,1,1
49965,0,0,0,0,0,0,3
9581,1,0,0,1,1,2,4
25086,0,1,0,2,0,4,10
46273,1,0,0,0,0,1,1
84897,0,0,0,1,0,1,3
86536,0,0,0,1,1,2,5
39225,0,0,0,1,0,2,5
78370,0,10,2,1,0,1,0
15098,0,0,0,1,0,4,10
16436,0,0,0,1,0,0,3
34067,0,0,0,0,0,0,3
78316,0,15,1,1,0,1,1
74159,1,0,1,2,0,2,3
54559,1,0,0,0,0,1,0
108648,0,0,0,0,0,0,2
7381,1,0,0,0,0,0,4
77080,0,0,0,1,0,1,3
42716,0,0,0,0,0,0,1
59069,1,0,0,0,0,0,3
57218,1,0,0,0,0,2,1
72333,1,0,0,0,0,1,2
62336,1,0,0,0,0,0,2
45999,0,0,0,2,0,0,2
30833,0,0,0,4,0,2,3
86291,0,0,0,0,0,1,0
51869,1,0,0,0,0,0,3
62695,1,0,0,0,0,0,1
70410,1,0,0,0,0,2,5
56175,1,0,0,0,0,0,3
109875,0,0,0,0,1,2,3
85617,0,8,1,1,2,0,2
71916,1,0,0,1,0,1,2
47666,1,0,0,0,0,2,2
64907,1,0,0,2,0,0,2
105207,0,0,0,0,0,2,3
74059,0,10,0,1,0,0,1
28369,0,0,0,0,1,1,4
6906,1,0,0,0,0,0,2
17951,0,0,0,0,0,0,4
81266,1,0,1,0,0,2,4
4143,1,0,0,2,0,0,2
70376,1,0,0,1,0,0,3
74790,1,0,1,0,0,0,2
25079,0,0,0,1,0,2,2
105936,0,0,0,0,0,1,0
72701,1,0,0,0,2,1,1
9404,1,0,0,0,1,2,1
105963,0,0,0,1,0,2,0
16760,0,0,0,0,0,4,10
50261,0,0,0,0,1,0,4
84011,0,0,0,0,1,2,2
110973,0,0,0,0,1,0,3
88937,0,0,0,2,0,1,2
11438,1,0,0,0,0,4,6
72970,1,0,0,0,1,1,2
8598,1,0,0,0,0,2,0
68092,1,0,0,0,0,2,1
113227,0,0,0,0,0,2,1
117866,0,0,0,1,0,1,2
48824,1,0,0,0,0,0,2
111326,0,0,0,0,4,0,1
115064,0,0,0,1,0,1,2
63835,1,0,0,2,2,1,2
112479,0,0,0,1,0,0,3
36185,0,0,0,2,0,1,1
68403,1,0,0,0,0,0,4
31245,0,0,0,0,0,0,2
102727,0,0,0,2,0,2,2
64076,1,0,0,0,0,0,2
100846,0,0,0,0,0,0,2
79545,1,0,1,2,1,2,2
47465,1,0,0,1,0,0,4
82176,1,0,1,0,0,0,2
67252,1,0,0,0,0,0,1
5458,1,0,0,0,0,2,1
81613,1,0,1,1,0,0,4
111503,0,0,0,0,0,0,1
105770,0,0,0,2,0,1,4
71791,1,0,0,0,0,1,2
30466,0,0,0,2,1,2,3
31493,0,0,0,1,0,2,0
52280,1,0,0,0,0,0,3
84180,0,0,0,1,1,0,1
13945,0,2,0,0,0,0,1
88629,0,0,0,2,0,0,1
117064,0,0,0,1,0,2,3
28023,0,0,0,0,0,0,2
84056,0,0,0,0,0,0,1
85650,0,0,0,0,0,0,1
95688,0,0,0,0,0,0,2
18650,1,0,1,0,0,1,2
88027,0,0,0,2,0,2,2
50416,1,0,0,0,0,1,2
104183,0,0,0,2,0,1,3
42138,0,0,0,1,0,0,3
30071,0,0,0,0,1,0,2
29284,0,0,0,2,1,2,2
11751,1,0,0,0,1,2,5
71368,1,0,0,0,0,1,3
65341,1,0,0,0,0,2,5
68417,1,0,0,0,0,0,2
30835,0,0,0,0,2,2,3
55268,1,0,0,0,0,0,3
1922,0,0,0,0,0,2,5
53704,1,0,0,0,0,0,1
17981,0,0,0,2,1,0,1
103518,0,0,0,1,0,0,2
86455,0,0,0,1,0,1,2
5775,1,0,0,0,0,1,0
32909,0,0,0,1,0,0,1
40498,0,0,0,0,0,0,2
74890,1,0,1,0,0,0,2
15294,0,0,0,0,0,2,2
984,0,0,0,0,0,1,0
110407,0,0,0,0,0,0,2
30898,0,0,0,2,0,4,10
94355,0,0,0,1,0,0,4
9463,1,0,0,0,1,0,3
97690,0,0,0,0,1,0,1
31280,0,0,0,1,0,1,0
24531,0,0,0,0,1,2,4
23412,0,0,0,1,0,1,1
88143,0,0,0,0,0,2,3
118580,0,0,0,1,1,0,3
115604,0,0,0,0,0,1,3
64331,1,0,0,0,0,0,3
84390,0,0,0,1,0,2,1
102138,0,0,0,2,0,2,3
26245,0,0,0,0,0,0,1
25668,0,0,0,0,0,2,5
51110,1,0,0,0,0,0,2
4424,0,0,0,1,1,2,9
57101,1,0,0,0,0,1,2
8486,0,0,0,0,1,0,3
25524,0,0,0,1,0,0,1
108278,0,0,0,0,0,2,0
102446,0,0,0,0,0,1,0
103443,0,0,0,0,1,1,3
19014,0,0,0,2,0,0,4
1480,1,0,0,1,0,1,5
110549,0,0,0,1,0,1,0
14497,0,2,0,0,0,1,3
56720,1,0,0,0,0,1,1
16266,0,0,0,0,0,2,5
39859,1,0,0,0,0,2,2
78016,0,1,0,1,1,0,1
83578,0,0,0,0,0,0,1
73334,1,0,1,0,0,0,2
61149,1,0,0,0,4,1,3
28975,0,0,0,0,1,1,2
46350,1,0,0,0,0,4,11
34171,0,0,0,0,0,2,5
25795,0,0,0,1,0,2,4
36771,0,0,0,2,0,0,2
55074,1,0,0,0,0,0,2
104116,0,0,0,3,0,0,2
37474,0,0,0,3,0,0,3
32905,0,0,0,0,0,0,4
28165,0,0,0,0,0,2,0
3721,0,0,0,1,0,0,3
72147,1,0,0,1,0,2,5
97104,0,0,0,4,0,2,3
72329,1,0,0,1,0,0,2
56752,1,0,0,3,0,2,4
44509,1,0,0,0,0,2,2
44060,1,0,0,0,0,1,2
14061,0,2,0,0,0,0,1
3055,1,0,0,0,1,0,3
97546,0,0,0,2,1,1,3
71131,1,0,0,0,0,0,3
67759,1,0,0,0,0,0,4
612,1,0,0,1,0,0,4
15912,0,0,0,2,0,0,3
106603,0,0,0,0,1,0,3
6742,1,0,0,2,2,2,5
96030,0,0,0,0,1,1,0
14407,0,3,0,0,0,0,1
36054,0,0,0,1,0,0,1
19882,0,3,0,0,2,1,2
78616,0,0,0,0,0,1,3
95916,0,0,0,1,1,1,2
13256,1,0,0,1,2,0,2
81597,1,0,1,0,0,2,5
58706,1,0,0,0,0,0,2
78992,0,0,0,1,0,1,4
88080,0,0,0,0,0,0,1
